Dir,Plot,Tmp,Wtr,Treat,Rep,Loc,File
Plot_1meter,B4,L,C,LC,2,8,1118
Plot_1meter,B4,L,C,LC,3,8,1119
Plot_1meter,B4,L,C,LC,1,9,1120
Plot_1meter,B4,L,C,LC,2,9,1121
Plot_1meter,B4,L,C,LC,3,9,1122
Plot_1meter,B4,L,C,LC,1,10,1123
Plot_1meter,B4,L,C,LC,2,10,1124
Plot_1meter,B4,L,C,LC,3,10,1125
Plot_1meter,B4,L,C,LC,1,11,1126
Plot_1meter,B4,L,C,LC,2,11,1127
Plot_1meter,B4,L,C,LC,3,11,1128
Plot_1meter,B4,L,C,LC,1,12,1129
Plot_1meter,B4,L,C,LC,2,12,1130
Plot_1meter,B4,L,C,LC,3,12,1131
Plot_1meter,B4,L,C,LC,1,13,1132
Plot_1meter,B4,L,C,LC,2,13,1133
Plot_1meter,B4,L,C,LC,3,13,1134
Plot_1meter,B4,L,C,LC,1,14,1135
Plot_1meter,B4,L,C,LC,2,14,1136
Plot_1meter,B4,L,C,LC,3,14,1137
Plot_1meter,B4,L,C,LC,1,15,1138
Plot_1meter,B4,L,C,LC,2,15,1139
Plot_1meter,B4,L,C,LC,3,15,1140
Plot_1meter,B4,C,C,CC,1,1,1186
Plot_1meter,B4,C,C,CC,2,1,1187
Plot_1meter,B4,C,C,CC,3,1,1188
Plot_1meter,B4,C,C,CC,1,2,1189
Plot_1meter,B4,C,C,CC,2,2,1190
Plot_1meter,B4,C,C,CC,3,2,1191
Plot_1meter,B4,C,C,CC,1,3,1192
Plot_1meter,B4,C,C,CC,2,3,1193
Plot_1meter,B4,C,C,CC,3,3,1194
Plot_1meter,B4,C,C,CC,1,4,1195
Plot_1meter,B4,C,C,CC,2,4,1196
Plot_1meter,B4,C,C,CC,3,4,1197
Plot_1meter,B4,C,C,CC,1,5,1198
Plot_1meter,B4,C,C,CC,2,5,1199
Plot_1meter,B4,C,C,CC,3,5,1200
Plot_1meter,B4,C,C,CC,1,6,1201
Plot_1meter,B4,C,C,CC,2,6,1202
Plot_1meter,B4,C,C,CC,3,6,1203
Plot_1meter,B4,C,C,CC,1,7,1204
Plot_1meter,B4,C,C,CC,2,7,1205
Plot_1meter,B4,C,C,CC,3,7,1206
Plot_1meter,B4,C,C,CC,1,8,1207
Plot_1meter,B4,C,C,CC,2,8,1208
Plot_1meter,B4,C,C,CC,3,8,1209
Plot_1meter,B4,C,C,CC,1,9,1210
Plot_1meter,B4,C,C,CC,2,9,1211
Plot_1meter,B4,C,C,CC,3,9,1212
Plot_1meter,B4,C,C,CC,1,10,1213
Plot_1meter,B4,C,C,CC,2,10,1214
Plot_1meter,B4,C,C,CC,3,10,1215
Plot_1meter,B4,C,C,CC,1,11,1216
Plot_1meter,B4,C,C,CC,2,11,1217
Plot_1meter,B4,C,C,CC,3,11,1218
Plot_1meter,B4,C,C,CC,1,12,1219
Plot_1meter,B4,C,C,CC,2,12,1220
Plot_1meter,B4,C,C,CC,3,12,1221
Plot_1meter,B4,C,C,CC,1,13,1222
Plot_1meter,B4,C,C,CC,2,13,1223
Plot_1meter,B4,C,C,CC,3,13,1224
Plot_1meter,B4,C,C,CC,1,14,1225
Plot_1meter,B4,C,C,CC,2,14,1226
Plot_1meter,B4,C,C,CC,3,14,1227
Plot_1meter,B4,C,C,CC,1,15,1228
Plot_1meter,B4,C,C,CC,2,15,1229
Plot_1meter,B4,C,C,CC,3,15,1230
Plot_1meter,B4,C,W,CW,1,1,1276
Plot_1meter,B4,C,W,CW,2,1,1277
Plot_1meter,B4,C,W,CW,3,1,1278
Plot_1meter,B4,C,W,CW,1,2,1279
Plot_1meter,B4,C,W,CW,2,2,1280
Plot_1meter,B4,C,W,CW,3,2,1281
Plot_1meter,B4,C,W,CW,1,3,1282
Plot_1meter,B4,C,W,CW,2,3,1283
Plot_1meter,B4,C,W,CW,3,3,1284
Plot_1meter,B4,C,W,CW,1,4,1285
Plot_1meter,B4,C,W,CW,2,4,1286
Plot_1meter,B4,C,W,CW,3,4,1287
Plot_1meter,B4,C,W,CW,1,5,1288
Plot_1meter,B4,C,W,CW,2,5,1289
Plot_1meter,B4,C,W,CW,3,5,1290
Plot_1meter,B4,C,W,CW,1,6,1291
Plot_1meter,B4,C,W,CW,2,6,1292
Plot_1meter,B4,C,W,CW,3,6,1293
Plot_1meter,B4,C,W,CW,1,7,1294
Plot_1meter,B4,C,W,CW,2,7,1295
Plot_1meter,B4,C,W,CW,3,7,1296
Plot_1meter,B4,C,W,CW,1,8,1297
Plot_1meter,B4,C,W,CW,2,8,1298
Plot_1meter,B4,C,W,CW,3,8,1299
Plot_1meter,B4,C,W,CW,1,9,1300
Plot_1meter,B4,C,W,CW,2,9,1301
Plot_1meter,B4,C,W,CW,3,9,1302
Plot_1meter,B4,C,W,CW,1,10,1303
Plot_1meter,B4,C,W,CW,2,10,1304
Plot_1meter,B4,C,W,CW,3,10,1305
Plot_1meter,B4,C,W,CW,1,11,1306
Plot_1meter,B4,C,W,CW,2,11,1307
Plot_1meter,B4,C,W,CW,3,11,1308
Plot_1meter,B4,C,W,CW,1,12,1309
Plot_1meter,B4,C,W,CW,2,12,1310
Plot_1meter,B4,C,W,CW,3,12,1311
Plot_1meter,B4,C,W,CW,1,13,1312
Plot_1meter,B4,C,W,CW,2,13,1313
Plot_1meter,B4,C,W,CW,3,13,1314
Plot_1meter,B4,C,W,CW,1,14,1315
Plot_1meter,B4,C,W,CW,2,14,1316
Plot_1meter,B4,C,W,CW,3,14,1317
Plot_1meter,B4,C,W,CW,1,15,1318
Plot_1meter,B4,C,W,CW,2,15,1319
Plot_1meter,B4,C,W,CW,3,15,1320
Plot_1meter,B4,L,W,LW,1,1,1366
Plot_1meter,B4,L,W,LW,2,1,1367
Plot_1meter,B4,L,W,LW,3,1,1368
Plot_1meter,B4,L,W,LW,1,2,1369
Plot_1meter,B4,L,W,LW,2,2,1370
Plot_1meter,B4,L,W,LW,3,2,1371
Plot_1meter,B4,L,W,LW,1,3,1372
Plot_1meter,B4,L,W,LW,2,3,1373
Plot_1meter,B4,L,W,LW,3,3,1374
Plot_1meter,B4,L,W,LW,1,4,1375
Plot_1meter,B4,L,W,LW,2,4,1376
Plot_1meter,B4,L,W,LW,3,4,1377
Plot_1meter,B4,L,W,LW,1,5,1378
Plot_1meter,B4,L,W,LW,2,5,1379
Plot_1meter,B4,L,W,LW,3,5,1380
Plot_1meter,B4,L,W,LW,1,6,1381
Plot_1meter,B4,L,W,LW,2,6,1382
Plot_1meter,B4,L,W,LW,3,6,1383
Plot_1meter,B4,L,W,LW,1,7,1384
Plot_1meter,B4,L,W,LW,2,7,1385
Plot_1meter,B4,L,W,LW,3,7,1386
Plot_1meter,B4,L,W,LW,1,8,1387
Plot_1meter,B4,L,W,LW,2,8,1388
Plot_1meter,B4,L,W,LW,3,8,1389
Plot_1meter,B4,L,W,LW,1,9,1390
Plot_1meter,B4,L,W,LW,2,9,1391
Plot_1meter,B4,L,W,LW,3,9,1392
Plot_1meter,B4,L,W,LW,1,10,1393
Plot_1meter,B4,L,W,LW,2,10,1394
Plot_1meter,B4,L,W,LW,3,10,1395
Plot_1meter,B4,L,W,LW,1,11,1396
Plot_1meter,B4,L,W,LW,2,11,1397
Plot_1meter,B4,L,W,LW,3,11,1398
Plot_1meter,B4,L,W,LW,1,12,1399
Plot_1meter,B4,L,W,LW,2,12,1400
Plot_1meter,B4,L,W,LW,3,12,1401
Plot_1meter,B4,L,W,LW,1,13,1402
Plot_1meter,B4,L,W,LW,2,13,1403
Plot_1meter,B4,L,W,LW,3,13,1404
Plot_1meter,B4,L,W,LW,1,14,1405
Plot_1meter,B4,L,W,LW,2,14,1406
Plot_1meter,B4,L,W,LW,3,14,1407
Plot_1meter,B4,L,W,LW,1,15,1408
Plot_1meter,B4,L,W,LW,2,15,1409
Plot_1meter,B4,L,W,LW,3,15,1410
Plot_1meter,B5,L,C,LC,1,1,1456
Plot_1meter,B5,L,C,LC,2,1,1457
Plot_1meter,B5,L,C,LC,3,1,1458
Plot_1meter,B5,L,C,LC,1,2,1459
Plot_1meter,B5,L,C,LC,2,2,1460
Plot_1meter,B5,L,C,LC,3,2,1461
Plot_1meter,B5,L,C,LC,1,3,1462
Plot_1meter,B5,L,C,LC,2,3,1463
Plot_1meter,B5,L,C,LC,3,3,1464
Plot_1meter,B5,L,C,LC,1,4,1465
Plot_1meter,B5,L,C,LC,2,4,1466
Plot_1meter,B5,L,C,LC,3,4,1467
Plot_1meter,B5,L,C,LC,1,5,1468
Plot_1meter,B5,L,C,LC,2,5,1469
Plot_1meter,B5,L,C,LC,3,5,1470
Plot_1meter,B5,L,C,LC,1,6,1471
Plot_1meter,B5,L,C,LC,2,6,1472
Plot_1meter,B5,L,C,LC,3,6,1473
Plot_1meter,B5,L,C,LC,1,7,1474
Plot_1meter,B5,L,C,LC,2,7,1475
Plot_1meter,B5,L,C,LC,3,7,1476
Plot_1meter,B5,L,C,LC,1,8,1477
Plot_1meter,B5,L,C,LC,2,8,1478
Plot_1meter,B5,L,C,LC,3,8,1479
Plot_1meter,B5,L,C,LC,1,9,1480
Plot_1meter,B5,L,C,LC,2,9,1481
Plot_1meter,B5,L,C,LC,3,9,1482
Plot_1meter,B5,L,C,LC,1,10,1483
Plot_1meter,B5,L,C,LC,2,10,1484
Plot_1meter,B5,L,C,LC,3,10,1485
Plot_1meter,B5,L,C,LC,1,11,1486
Plot_1meter,B5,L,C,LC,2,11,1487
Plot_1meter,B5,L,C,LC,3,11,1488
Plot_1meter,B5,L,C,LC,1,12,1489
Plot_1meter,B5,L,C,LC,2,12,1490
Plot_1meter,B5,L,C,LC,3,12,1491
Plot_1meter,B5,L,C,LC,1,13,1492
Plot_1meter,B5,L,C,LC,2,13,1493
Plot_1meter,B5,L,C,LC,3,13,1494
Plot_1meter,B5,L,C,LC,1,14,1495
Plot_1meter,B5,L,C,LC,2,14,1496
Plot_1meter,B5,L,C,LC,3,14,1497
Plot_1meter,B5,L,C,LC,1,15,1498
Plot_1meter,B5,L,C,LC,2,15,1499
Plot_1meter,B5,L,C,LC,3,15,1500
Plot_1meter,B5,L,W,LW,1,1,1546
Plot_1meter,B5,L,W,LW,2,1,1547
Plot_1meter,B5,L,W,LW,3,1,1548
Plot_1meter,B5,L,W,LW,1,2,1549
Plot_1meter,B5,L,W,LW,2,2,1550
Plot_1meter,B5,L,W,LW,3,2,1551
Plot_1meter,B5,L,W,LW,1,3,1552
Plot_1meter,B5,L,W,LW,2,3,1553
Plot_1meter,B5,L,W,LW,3,3,1554
Plot_1meter,B5,L,W,LW,1,4,1555
Plot_1meter,B5,L,W,LW,2,4,1556
Plot_1meter,B5,L,W,LW,3,4,1557
Plot_1meter,B5,L,W,LW,1,5,1558
Plot_1meter,B5,L,W,LW,2,5,1559
Plot_1meter,B5,L,W,LW,3,5,1560
Plot_1meter,B5,L,W,LW,1,6,1561
Plot_1meter,B5,L,W,LW,2,6,1562
Plot_1meter,B5,L,W,LW,3,6,1563
Plot_1meter,B5,L,W,LW,1,7,1564
Plot_1meter,B5,L,W,LW,2,7,1565
Plot_1meter,B5,L,W,LW,3,7,1566
Plot_1meter,B5,L,W,LW,1,8,1567
Plot_1meter,B5,L,W,LW,2,8,1568
Plot_1meter,B5,L,W,LW,3,8,1569
Plot_1meter,B5,L,W,LW,1,9,1570
Plot_1meter,B5,L,W,LW,2,9,1571
Plot_1meter,B5,L,W,LW,3,9,1572
Plot_1meter,B5,L,W,LW,1,10,1573
Plot_1meter,B5,L,W,LW,2,10,1574
Plot_1meter,B5,L,W,LW,3,10,1575
Plot_1meter,B5,L,W,LW,1,11,1576
Plot_1meter,B5,L,W,LW,2,11,1577
Plot_1meter,B5,L,W,LW,3,11,1578
Plot_1meter,B5,L,W,LW,1,12,1579
Plot_1meter,B5,L,W,LW,2,12,1580
Plot_1meter,B5,L,W,LW,3,12,1581
Plot_1meter,B5,L,W,LW,1,13,1582
Plot_1meter,B5,L,W,LW,2,13,1583
Plot_1meter,B5,L,W,LW,3,13,1584
Plot_1meter,B5,L,W,LW,1,14,1585
Plot_1meter,B5,L,W,LW,2,14,1586
Plot_1meter,B5,L,W,LW,3,14,1587
Plot_1meter,B5,L,W,LW,1,15,1588
Plot_1meter,B5,L,W,LW,2,15,1589
Plot_1meter,B5,L,W,LW,3,15,1590
Plot_1meter,B5,C,W,CW,1,1,1636
Plot_1meter,B5,C,W,CW,2,1,1637
Plot_1meter,B5,C,W,CW,3,1,1638
Plot_1meter,B5,C,W,CW,1,2,1639
Plot_1meter,B5,C,W,CW,2,2,1640
Plot_1meter,B5,C,W,CW,3,2,1641
Plot_1meter,B5,C,W,CW,1,3,1642
Plot_1meter,B5,C,W,CW,2,3,1643
Plot_1meter,B5,C,W,CW,3,3,1644
Plot_1meter,B5,C,W,CW,1,4,1645
Plot_1meter,B5,C,W,CW,2,4,1646
Plot_1meter,B5,C,W,CW,3,4,1647
Plot_1meter,B5,C,W,CW,1,5,1648
Plot_1meter,B5,C,W,CW,2,5,1649
Plot_1meter,B5,C,W,CW,3,5,1650
Plot_1meter,B5,C,W,CW,1,6,1651
Plot_1meter,B5,C,W,CW,2,6,1652
Plot_1meter,B5,C,W,CW,3,6,1653
Plot_1meter,B5,C,W,CW,1,7,1654
Plot_1meter,B5,C,W,CW,2,7,1655
Plot_1meter,B5,C,W,CW,3,7,1656
Plot_1meter,B5,C,W,CW,1,8,1657
Plot_1meter,B5,C,W,CW,2,8,1658
Plot_1meter,B5,C,W,CW,3,8,1659
Plot_1meter,B5,C,W,CW,1,9,1660
Plot_1meter,B5,C,W,CW,2,9,1661
Plot_1meter,B5,C,W,CW,3,9,1662
Plot_1meter,B5,C,W,CW,1,10,1663
Plot_1meter,B5,C,W,CW,2,10,1664
Plot_1meter,B5,C,W,CW,3,10,1665
Plot_1meter,B5,C,W,CW,1,11,1666
Plot_1meter,B5,C,W,CW,2,11,1667
Plot_1meter,B5,C,W,CW,3,11,1668
Plot_1meter,B5,C,W,CW,1,12,1669
Plot_1meter,B5,C,W,CW,2,12,1670
Plot_1meter,B5,C,W,CW,3,12,1671
Plot_1meter,B5,C,W,CW,1,13,1672
Plot_1meter,B5,C,W,CW,2,13,1673
Plot_1meter,B5,C,W,CW,3,13,1674
Plot_1meter,B5,C,W,CW,1,14,1675
Plot_1meter,B5,C,W,CW,2,14,1676
Plot_1meter,B5,C,W,CW,3,14,1677
Plot_1meter,B5,C,W,CW,1,15,1678
Plot_1meter,B5,C,W,CW,2,15,1679
Plot_1meter,B5,C,W,CW,3,15,1680
Plot_1meter,B5,C,C,CC,1,1,1726
Plot_1meter,B5,C,C,CC,2,1,1727
Plot_1meter,B5,C,C,CC,3,1,1728
Plot_1meter,B5,C,C,CC,1,2,1729
Plot_1meter,B5,C,C,CC,2,2,1730
Plot_1meter,B5,C,C,CC,3,2,1731
Plot_1meter,B5,C,C,CC,1,3,1732
Plot_1meter,B5,C,C,CC,2,3,1733
Plot_1meter,B5,C,C,CC,3,3,1734
Plot_1meter,B5,C,C,CC,1,4,1735
Plot_1meter,B5,C,C,CC,2,4,1736
Plot_1meter,B5,C,C,CC,3,4,1737
Plot_1meter,B5,C,C,CC,1,5,1738
Plot_1meter,B5,C,C,CC,2,5,1739
Plot_1meter,B5,C,C,CC,3,5,1740
Plot_1meter,B5,C,C,CC,1,6,1741
Plot_1meter,B5,C,C,CC,2,6,1742
Plot_1meter,B5,C,C,CC,3,6,1743
Plot_1meter,B5,C,C,CC,1,7,1744
Plot_1meter,B5,C,C,CC,2,7,1745
Plot_1meter,B5,C,C,CC,3,7,1746
Plot_1meter,B5,C,C,CC,1,8,1747
Plot_1meter,B5,C,C,CC,2,8,1748
Plot_1meter,B5,C,C,CC,3,8,1749
Plot_1meter,B5,C,C,CC,1,9,1750
Plot_1meter,B5,C,C,CC,2,9,1751
Plot_1meter,B5,C,C,CC,3,9,1752
Plot_1meter,B5,C,C,CC,1,10,1753
Plot_1meter,B5,C,C,CC,2,10,1754
Plot_1meter,B5,C,C,CC,3,10,1755
Plot_1meter,B5,C,C,CC,1,11,1756
Plot_1meter,B5,C,C,CC,2,11,1757
Plot_1meter,B5,C,C,CC,3,11,1758
Plot_1meter,B5,C,C,CC,1,12,1759
Plot_1meter,B5,C,C,CC,2,12,1760
Plot_1meter,B5,C,C,CC,3,12,1761
Plot_1meter,B5,C,C,CC,1,13,1762
Plot_1meter,B5,C,C,CC,2,13,1763
Plot_1meter,B5,C,C,CC,3,13,1764
Plot_1meter,B5,C,C,CC,1,14,1765
Plot_1meter,B5,C,C,CC,2,14,1766
Plot_1meter,B5,C,C,CC,3,14,1767
Plot_1meter,B5,C,C,CC,1,15,1768
Plot_1meter,B5,C,C,CC,2,15,1769
Plot_1meter,B5,C,C,CC,3,15,1770
